id,name,price,comment_count,author,publicing_company,raw_add_time,raw_update_time,delete_flag
1188, Do-It-Yourself In-Floor Radiant Heat Installation Guide (Vo,125.00,0,Wm. Okie. [from old catalog] McCarty,CreateSpace Independent Publishing Plat,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1189," 【预订】Buy It, Sell It, Make Money: Your Guide to Finding",173.00,0,Wm. Okie. [from old catalog] McCarty,iUniverse.com,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1190, 【预订】Is It Heavier Than an Elephant?,169.00,0,"Richards, Linda",Perfection Learning,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1191, Is It Night or Day? [ISBN: 978-0374177447],174.00,0,"Richards, Linda","Farrar, Straus and Giroux (BYR)",3/24/2018 22:15:49,3/24/2018 22:15:49,0
1192, 【预订】Say It Right in Brazilian Portuguese,111.00,0,Ian Rankin,McGraw-HillContemporary,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1193, 【预订】Use It Up Cookbook: Creative Recipes for the Frugal,135.00,0,Claire Throp,Cumberland HousePublishing,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1194, 【预订】Let It Burn,198.00,0,Claire Throp,Xlibris Corporation,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1195, 【预订】Now It Is Summer,142.00,0,Rathbone,William B EerdmansPublishing Co,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1196, 【预订】Say It in Danish,78.00,0,"Keiser, Cody",Dover PublicationsInc.,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1197, 【预订】Do It Yourself Happiness,101.00,0,"Keiser, Cody",Da Capo Press,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1198, 【预订】Is It Nothing to You? Social Purity: A Grave Moral Ques,157.00,0,Charles J. Paschke,Kessinger Publishing,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1199," Do It Yourself 12 Volt Solar Power, 2nd Edition (Simple Liv",134.00,0,Charles J. Paschke,Permanent Publications,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1200, 【预订】How It Really Was: A Memoir of The Greatest,181.00,0,"Daren Baughman,NancyBaughman",iUniverse.com,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1201, 【预订】Do It Yourself D&#39;Nealian Practice & Review Wkbk Gr3,119.00,0,"Daren Baughman,NancyBaughman",Pearson Scott Foresman,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1202, 【预订】If It Is Your Life,142.00,0,"Daren Baughman,NancyBaughman",Other Press (NY),3/24/2018 22:15:49,3/24/2018 22:15:49,0
1203, 【预订】All It Takes,148.00,0,"Schrier, Allyson Valentine",Scribner,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1204, Do It Yourself Business Sales Guidebook: A Proven System to,97.00,0,"Schrier, Allyson Valentine",CreateSpace Independent Publishing Plat,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1205, 【预订】Is It Discipline or Child Abuse?,141.00,0,"Schrier, Allyson Valentine",AuthorHouse,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1206, HIT IT HARD: A RuthlessGolf.com Quick Guide [ISBN: 978-1491,90.00,0,Fern Schumer Chapman,CreateSpace Independent Publishing Plat,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1207, 【预订】Do It to a Finish 9781162616735,140.00,0,Fern Schumer Chapman,Kessinger Publishing,3/24/2018 22:15:49,3/24/2018 22:15:49,0
1208," 【预订】If Its Snowy and You Know It, Clap Your Paws!",120.00,0,Fern Schumer Chapman,Sterling,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1209, 【预订】Is It Worth Dying For?: A Self-Assessment Program to,168.00,0,EPLS,Bantam,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1210, Do It Yourself Screenprinting (DIY) [ISBN: 978-0977055746],97.00,0,Catherine Kitcho,Microcosm Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1211, IF IT AINT BROKE - BREAK IT!: A Document for Both Liberals,116.00,0,Catherine Kitcho,iUniverse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1212, is It Utopian.... [ISBN: 978-1270832577],171.00,0,"Stevens, Satellite",Nabu Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1213, 【预订】Is It Hard or Soft?&nbsp;9780778705420,52.00,0,"Stevens, Satellite",Crabtree Publishing Company,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1214, 【预订】Do It! Marketing: 77 Instant-Action Ideas to Boost Sale,158.00,0,"Eileen Spinelli,MaryNewell DePalma",AMACOM/American Management Association,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1215, 【预订】Is It Too Late to Get My Money Back?,142.00,0,"Eileen Spinelli,MaryNewell DePalma","Onpoint Publishing, LLC",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1216, 【预订】How It Ends,195.00,0,"Eileen Spinelli,MaryNewell DePalma",MTV,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1217, 【预订】Is It Flat or Is It Solid?: Identify and Describe Shape,97.00,0,"Eileen Spinelli,MaryNewell DePalma",Rosen Classroom,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1218," See It, Hear It, Experience It, Buy It: Increase Sales with",164.00,0,Gerda M. Anderson,Innovation Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1219," 【预订】See It, Hear It, Experience It, Buy It: Increase",129.00,0,Gerda M. Anderson,Innovation Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1220, Do It Now! Tricks: Rad Stunts & Sneaky Pranks [ISBN: 978-16,73.00,0,Lee Schnebly,Weldon Owen,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1221, 【预订】Ate It Anyway 9780820344409,150.00,0,"Rowley, Henry",University of Georgia Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1222, 【预订】Do It Yourself: A Handbook for Changing Our World,194.00,0,"Rowley, Henry",Pluto Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1223, Say It Until You Seize It!: Affirmations 4 Networkers [ISBN,193.00,0,Michael Daniek,CreateSpace Independent Publishing Plat,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1224," 【预订】Do It Yourself 12 Volt Solar Power, 2nd Edition",115.00,0,Michael Daniek,Permanent Publications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1225," Cut It, Sew It, Stow It: Organizers for Your Home (Annies",118.00,0,Patricia Hunter Gray,Annie,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1226, 【预订】Why Its So Hard to Forgive Those Who Hurt Us,155.00,0,Patricia Hunter Gray,Xlibris Corporation,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1227, Say It Right In Japanese (Say It Right! Series) [ISBN: 978-,116.00,0,Patricia Hunter Gray,McGraw-Hill,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1228, 【预订】Do It Yourself Acrylic Nails,147.00,0,暂无作者信息,Virginia Reali,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1229, 【预订】Say It Aint So,119.00,0,"Kelman, James",Yearling Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1230, 【预订】Say It a Different Way,148.00,0,"Kelman, James",Spirit Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1231," 【预订】Say It Loud!: The Life of James Brown, Soul Brother No.",119.00,0,Patricia Volk,Lyons Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1232, 【预订】Is It Time for a Sugar Detox?: How to Cleanse the Body,119.00,0,Patricia Volk,Weight a Bit,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1233, Eat It And Beat It: Getting Over Autism [ISBN: 978-09831486,145.00,0,Ben Brickweg,Happy Heart 8,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1234, 【预订】Say It Out Loud!,112.00,0,Lorner J. Jones,AuthorHouse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1235, 【预订】Say It Dont Spray It,119.00,0,Lorner J. Jones,Sensitive Solutions,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1236, As It Flows [ISBN: 978-0937725160],145.00,0,Mike Southern,Life Energy Media,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1237," Pie it Forward: Pies, Tarts, Tortes, Galettes, and Other Pa",198.00,0,Mike Southern,"Harry N. Abrams, Inc.",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1238, 【预订】Do It Now!,173.00,0,"Marden, Orison Swett",Bound Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1239, 【预订】Get It!: A Pocket Pilot Career and Job Search,172.00,0,Ruth Ann Trent,AuthorHouse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1240, 【预订】If It Aint Broke...Break It!: And Other,186.00,0,Ruth Ann Trent,Time WarnerInternational,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1241, 【预订】Get It How You Live,157.00,0,"R.J. Kriegel,L.Patler","Badland Publishing,LLC",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1242, 【预订】Til Its Gone,99.00,0,"R.J. Kriegel,L.Patler",暂无出版社信息,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1243, 【预订】Get It Defined Before You Co-Sign: A Gripping True,164.00,0,"R.J. Kriegel,L.Patler",Outskirts Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1244, Do It Yourself Acrylic Nails (Volume 1) [ISBN: 978-06465882,147.00,0,"Big Gemo,A. Pless II",Virginia Reali,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1245," 【预订】If It is to Be, Its Up to Me: How to Develop the Attit",168.00,0,"Big Gemo,A. Pless II",Possibility Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1246, Is it nothing to You? (Social Purity.) A grave Moral Questi,181.00,0,暂无作者信息,BiblioLife,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1247, 【预订】Do It Yourself 9780714870199,178.00,0,Laura Alderson,Phaidon Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1248, 【预订】Say It with Bullets,98.00,0,Laura Alderson,Hard Case Crime,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1249, Is it Love... or Merely a Sick Attachment? [ISBN: 978-16177,174.00,0,Virginia Reali,Tate Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1250," 【预订】No, It Is Not in My Head: The Journey of a Chronic",157.00,0,Virginia Reali,Morgan JamesPublishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1251, 【预订】Is It the Same or Different? Y9780778733379,98.00,0,"Smith, Thomas B.","Crabtree PublishingCo,Canada",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1252," How It Was: Memories of Growing Up in the 1930s, 40s and ",140.00,0,"Smith, Thomas B.",AuthorHouse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1253, 【预订】Use It! Dont Lose It!: Math for 7th Grade,142.00,0,Henry Rowley,IncentivePublications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1254, See It and Say It in Spanish [ISBN: 978-0451168375],73.00,0,Henry Rowley,Signet,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1255, Dig It: Buried Treasure,92.00,0,"Meggiolaro, Marco Antonio",Scholastic,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1256, How It Ends: From You to the Universe [ISBN: 978-0393339987,164.00,0,"Meggiolaro, Marco Antonio",W. W. Norton & Company,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1257, 【预订】Do-It-Yourself Medicine: How to Find and Use the,186.00,0,"Meggiolaro, Marco Antonio","Paladin Press,U.S.",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1258, Do-It-Yourself Outdoor Projects: A Practical Guide to Plann,75.00,0,Richard Powell,Lorenz Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1259, 【预订】Let It Shine Y9780747266389,164.00,0,Richard Powell,Headline BookPublishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1260," Say It Right in Italian, 2nd Edition (Say It Right! Series)",106.00,0,Pam Reaves,McGraw-Hill Education,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1261, 【预订】Is It Red? Is It Yellow? Is It Blue? Y9780688801717,160.00,0,Nicole Hemmenway,Greenwillow Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1262, 【预订】Do-It-Yourself Bed Bug Treatment Methods,126.00,0,Nicole Hemmenway,Ibbra,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1263, Do-It-Yourself: Painting Skills: A Practical Hands-On Guide,75.00,0,Bobbie Kalman,Lorenz Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1264, 【预订】Is It Still Murder Even If She Was a Bitch?,136.00,0,Bobbie Kalman,WriteLife LLC,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1265, Say It in Portuguese (European) (Dover Language Guides Say,59.00,0,Howard Temperley,Dover Publications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1266, 【预订】Say It Right in Spanish,119.00,0,Howard Temperley,McGraw-Hill Contemporary;2nd Revised edition,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1267, How It Ends: From You to the Universe ISBN:9780393339987,123.00,0,Marjorie Frank,W W Norton,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1268, Can It Live Here? (Readers Clubhouse: Level 1) [ISBN: 978-,52.00,0,Marjorie Frank,Barron,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1269, 【预订】Pop It in the Toaster Oven: From Entrees to,120.00,0,Margarita Madrigal,Clarkson Potter,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1270, 【预订】Is It Magnetic or Nonmagnetic? 9780778720508,185.00,0,Margarita Madrigal,Crabtree Publishing Company,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1271, 【预订】Is It Smooth or Rough? 9780778720515,185.00,0,Scholastic,Crabtree Publishing Company,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1272, Is It Love Or Is It Sex? Why Relationships Dont Work (An A,116.00,0,Chris Impey,iUniverse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1273, Do-It-Yourself Paint Finishes: A Guide to Achieving Creativ,75.00,0,Chris Impey,Lorenz Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1274, 【预订】Is It Budgie or Is It Budget-Bird?&nbsp;9781460230640,119.00,0,Ragnar Benson,FriesenPress,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1275, 【预订】Do It to a Finish 9781162849997,131.00,0,Ragnar Benson,Kessinger Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1276, 【预订】Do It. Beat Depression,195.00,0,Jonathan Edwards,Xlibris Corporation,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1277, Now It Is Winter [ISBN: 978-0802852441],155.00,0,Jonathan Edwards,Eerdmans Books for Young Readers,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1278, 【预订】How It Ends: From You to the Universe,156.00,0,Josephine Cox,HarperOne,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1279, Don’t call it sprawl: Metropolitan Structure in the 21st Ce,587.80,0,EPLS,McGraw-Hill Education,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1280, Is It a Choice? Answers to the Most Frequently Asked Questi,145.00,0,"Hoban, Tana",Berkley,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1281," Say It Right in French, 2nd Edition (Say It Right! Series)",106.00,0,"Hoban, Tana",Schiffer Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1282, 【预订】Let It Sew,119.00,0,"Donovan, Denise",Hobby Farm Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1283, Do-It-Yourself Coffins: For Pets and People (Schiffer Book,145.00,0,"Donovan, Denise",CreateSpace Independent Publishing Plat,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1284, 【预订】Can It!: Start Canning and Preserving Today,166.00,0,Mike Lawrence,Trafford Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1285, Eat It All By Eating Right: The Stavros Method An Alterna,135.00,0,Mike Lawrence,Reddings Road Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1286, 【预订】Do It with Feeling: Feel Your Way to a More Joyful,141.00,0,Robin Leemann Donovan,Quarry Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1287, How It Was For Billy Nelson [ISBN: 978-0989021500],155.00,0,Robin Leemann Donovan,Business Plus,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1288," Cut It, Paste It, Sew It: A Mixed-Media Collage Sourcebook",174.00,0,Robin Leemann Donovan,Rosen Classroom,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1289, If it Aint Broke...Break It!: And Other Unconventional Wis,193.00,0,Dover,IncentivePublications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1290," 【预订】Put It Together: Analyze, Compare, Create, and Compose",119.00,0,EPLS,Dover Publications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1291, 【预订】Use It! Dont Lose It!: Math for 6th Grade,142.00,0,Chris Impey,Woodpecker Media,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1292, 【预订】Say It in Finnish,85.00,0,Chris Impey,Quail Lane Books,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1293, 【预订】Eat It Later. Mastering Self Control & the Slimming Pow,195.00,0,Jennifer B. Gillis,"Crabtree PublishingCo,US",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1294, 【预订】Put It on the House: Why Home Prices Will Soar,127.00,0,Jennifer B. Gillis,McGraw-HillContemporary,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1295, 【预订】Is It Smooth or Rough?,95.00,0,Lois Dewitt,AuthorHouse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1296, 【预订】Say It Right in Korean,111.00,0,Lois Dewitt,Storey Books; 3rd Revisededition,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1297," Pop It in the Toaster Oven: From Entrees to Desserts, More",145.00,0,Lois Dewitt,Clarkson Potter,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1298, 【预订】As It Is in Heaven 9781162572253,184.00,0,Lois Dewitt,Kessinger Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1299, 【预订】How It Was Y9781449049836,135.00,0,"Larcom, Lucy",Authorhouse,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1300, 【预订】Is It Natural or Human-Made?,168.00,0,"Larcom, Lucy",Crabtree Publishing Company,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1301, 【预订】Do It Yourself: Kitchens: Stunning Spaces On A,182.00,0,"Adams, Leslie",John Wiley SonsInc,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1302, 【预订】As It Was in the Beginning: A Poem 9781163706671,166.00,0,"Adams, Leslie",Kessinger Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1303, 【预订】Do-It-Yourself Parent,141.00,0,"Smith, Paula",Performance PowerPress,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1304, 【预订】Is It Big or Is It Little?,123.00,0,"Smith, Paula",Eerdmans Books for Young Readers,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1305, 【预订】Is It Flexible or Rigid?,95.00,0,Better Homes Gardens,"Crabtree PublishingCo,US",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1306, 【预订】How It Was Y9780312241261,138.00,0,Better Homes Gardens,Picador USA,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1307, 【预订】Say It Right in German,111.00,0,Better Homes Gardens,McGraw-HillContemporary,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1308," Do It Differently, Do It Differently! A Memoir [ISBN: 978-0",145.00,0,"Miller, Joaquin",Strong Woman Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1309, 【预订】As It Is in Heaven 9781113955616,166.00,0,"Miller, Joaquin",BiblioLife,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1310, Say It Right in Dutch: The Fastest Way to Correct Pronuncia,126.00,1,"Richard Frisbie,MargeryFrisbie",McGraw-Hill Education,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1311, 【预订】Is It Asthma or Allergies? Exploring the Differences,195.00,0,"Richard Frisbie,MargeryFrisbie",Webster\,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1312, Say It in French: New Edition (Dover Language Guides Say It,66.00,0,"Richard Frisbie,MargeryFrisbie",Dover Publications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1313, Is It a Aint: An Inquiry Into the Lawfulness of Complying,152.00,0,"Rueda, Claudia",Nabu Press,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1314, In It To Win It [ISBN: 978-0985364335],193.00,0,"Rueda, Claudia",CelebrityPress,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1315, 【预订】As It Was and Is: A Memoir,163.00,0,Sheila Fletcher,iUniverse.com,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1316, Say It in Hindi (Dover Language Guides Say It Series) [ISBN,66.00,0,Sheila Fletcher,Dover Publications,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1317, 【预订】Why It Sucks to Work at a Restaurant: Insight from an E,119.00,0,Andrew Sean Greer,Jeff Lane Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1318, [现货]英文原版Its All about Us (Especially Me!),102.00,0,Andrew Sean Greer,Klutz,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1319, If It Were Up To Me: The Legacy of Will [ISBN: 978-14565302,126.00,0,Andrew Sean Greer,CreateSpace Independent Publishing Plat,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1320, As it is to be [ISBN: 978-1232351948],193.00,0,EPLS,RareBooksClub.com,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1321, If It Is Broken Fix It: Reflections on Business & Society [,108.00,0,Saundra Dubow Azmitia,CreateSpace Independent Publishing Plat,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1322, Let It Be (33 1/3) [ISBN: 978-0826416339],145.00,0,Saundra Dubow Azmitia,Bloomsbury Academic,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1323, 【预订】Can It Be True? 9781116474251,193.00,0,Saundra Dubow Azmitia,BiblioLife,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1324, Why It Sucks to Work at a Restaurant: Insight from an eleve,66.00,0,"Larcom, Lucy",Jeff Lane Publishing,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1325, 【预订】How It Was with Dooms: A True Story from Africa,145.00,0,"Larcom, Lucy",Simon Schuster;Original,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1326, As It Were: Life at a Slight Angle to the Universe [ISBN: 9,193.00,0,EPLS,"Xlibris, Corp.",3/24/2018 22:15:50,3/24/2018 22:15:50,0
1327, 【预订】Do-It-Yourself Emergency Preparedness,177.00,0,Lyle Simon,Yellowstone Enterprises,3/24/2018 22:15:50,3/24/2018 22:15:50,0
1328, 【预订】Can It Be That the Cosmic Process Has No Relation to Mo,130.00,0,Lyle Simon,Kessinger Publishing,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1329, 【预订】Rib It Up,115.00,0,Jennifer Wagner,House of WhiteBirches,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1330, 【预订】Eat It and Beat It: Getting Over Autism,165.00,0,Jennifer Wagner,Happy Heart 8,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1331, 【预订】Is It Magnetic or Nonmagnetic?,91.00,0,Humphrey Lloyd,"Crabtree PublishingCo,US",3/24/2018 22:15:51,3/24/2018 22:15:51,0
1332, 【预订】Is It Hard or Soft?,168.00,0,Humphrey Lloyd,Crabtree Publishing Company,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1333," 【预订】If Its Not One Thing, Its Your Mother",131.00,0,The World,Simon & Schuster,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1334," 【预订】If Its Monday, It Must Be Murder!: A Pennsylvania",181.00,0,The World,AuthorHouse,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1335, If It Bleeds [ISBN: 978-1484923986],111.00,0,The World,CreateSpace Independent Publishing Plat,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1336, 【预订】Say It Aint So&nbsp;9780375870095,132.00,0,Dr. Joseph M. Merrill,Alfred A. Knopf Books for Young Reader,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1337, 【预订】Say It with Confidence: Overcome the Mental Blocks,181.00,0,Dr. Joseph M. Merrill,AuthorHouse; 2nd,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1338, 【预订】Use It or Lose It,177.00,0,Dover,Xlibris Corporation,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1339, 【预订】How Its Done,113.00,0,"Lane, Jeff",Flux,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1340, 【预订】Say It in Hindi,119.00,0,"Lane, Jeff",Dover PublicationsInc.,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1341," 【预订】As It Was Written, a Jewish Musicians Story",136.00,0,"Phillips, Karen,Dirty Bandits",Bantam,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1342, Is It Worth Dying For?: How To Make Stress Work For You - N,184.00,0,"Phillips, Karen,Dirty Bandits",Frances Lincoln Ltd,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1343, 【预订】Can It Be about Me?,68.00,0,"Phillips, Karen,Dirty Bandits",中国电力出版社,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1344, 电力系统IT应用1000问,31.50,0,"Phillips, Karen,Dirty Bandits",McGraw-Hill/Tab Electronics,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1345, 【预订】Do-It-Yourself Home Energy Audits: 140 Simple Solutions,184.00,0,"Bob Shenefelt,AshleyCazaCreative",Turtleback Books;Turtleback Scho,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1346, 【预订】Do It Now!: Tricks: Rad Stunts & Sneaky Pranks,156.00,0,"Bob Shenefelt,AshleyCazaCreative",FriesenPress,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1347, 【预订】Is It Budgie or Is It Budget-Bird?,178.00,0,Cora Linn Morrison Daniels,Xlibris Corporation,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1348, 【预订】So Its Serious; I Really Have Cancer,198.00,0,Cora Linn Morrison Daniels,McGraw-Hill Contemporary;2nd Revised edition,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1349, 【预订】Say It Right in Italian,116.00,0,Cora Linn Morrison Daniels,"Crabtree PublishingCo,Canada",3/24/2018 22:15:51,3/24/2018 22:15:51,0
1350, 【预订】Is It a Living Thing? Y9780778732549,119.00,0,Cora Linn Morrison Daniels,CreateSpace Independent Publishing Plat,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1351, get it how you live [ISBN: 978-1481071741],145.00,0,Mr. Roelf D Woldring,"iUniverse, Inc.",3/24/2018 22:15:51,3/24/2018 22:15:51,0
1352, Get It Together: Long-distance relationship [ISBN: 978-0595,96.00,0,Mr. Roelf D Woldring,Kessinger Publishing,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1353, 【预订】Do It to a Finish 9780766178052,176.00,0,Colin Meloy,Atheneum Books for Young Readers,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1354, Let it Shine [ISBN: 978-0689847325],174.00,0,Colin Meloy,Cosimo Inc,3/24/2018 22:15:51,3/24/2018 22:15:51,0
1355, 【预订】Do It to a Finish!,128.00,0,"Cliffe, Francis Henry","iUniverse, Inc.",3/24/2018 22:15:51,3/24/2018 22:15:51,0
1356, 【预订】Do-It-Yourself Paint Finishes: A Guide to Achieving Cre,157.00,0,"Cohen, Sacha",Lorenz Books,3/24/2018 22:15:51,3/24/2018 22:15:51,0
