id,name,price,comment_count,author,publicing_company,raw_add_time,raw_update_time,delete_flag
1, 【预订】Its Okay to Hurt: My Life with Fibromyalgia,142.00,0,"Mullinax, Linda Kay",Authorhouse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
2, Its Okay to Sleep With Him on the First Date: And Every Ot,143.00,0,"Mullinax, Linda Kay",Harlequin,3/24/2018 22:15:39,3/24/2018 22:15:39,0
3, 【预订】Its the Principal of the Thing!,160.00,0,Andrea Syrtash,Winepress Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
4, 【预订】Its Not Okay with Me,142.00,0,Andrea Syrtash,Potential To Soar,3/24/2018 22:15:39,3/24/2018 22:15:39,0
5, Its All about the Elizabeths: A Financial Management Guide,183.00,0,Janine Maxwell,Pocket Books; Reprint,3/24/2018 22:15:39,3/24/2018 22:15:39,0
6," 【预订】Its Better to Laugh...Life, Good Luck, Bad Hair D",184.00,0,Janine Maxwell,东南大学出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
7, IT广告创意设计 杜秀玲,27.80,0,"Suzanne Kleinberg,Michael Kreimeh",Square Fish,3/24/2018 22:15:39,3/24/2018 22:15:39,0
8, Its the First Day of School...Forever! [ISBN: 978-12500047,73.00,0,"Suzanne Kleinberg,Michael Kreimeh",Millbrook Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
9, 【预订】Its Back to School We Go!: First Day Stories from Arou,143.00,0,"Suzanne Kleinberg,Michael Kreimeh",凤凰出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
10," IT创业疯魔史 杰瑞·卡普兰,刘骏杰 9787550610040 凤凰出版社[鸿图图书旗舰店]",10.70,0,"Suzanne Kleinberg,Michael Kreimeh",清华大学出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
11," IT 项目管理/21世纪应用型本科计算机科学与技术专业规划教材 曲明成,李红宇,姚艳雪,姜春茂 97873024043",24.30,0,"Kathy Levine,JaneScovell,Joan Rivers",Simon SpotlightEntertainment,3/24/2018 22:15:39,3/24/2018 22:15:39,0
12, 【预订】Its Good to Be King,157.00,0,"Kathy Levine,JaneScovell,Joan Rivers",White Star,3/24/2018 22:15:39,3/24/2018 22:15:39,0
13, It’s a Boy. The first years record book,156.00,0,"Kathy Levine,JaneScovell,Joan Rivers",Halo Publishing International,3/24/2018 22:15:39,3/24/2018 22:15:39,0
14, 【预订】Its All in Your Head Managing Stress in Your Life,156.00,0,"Kathy Levine,JaneScovell,Joan Rivers",Little Hare Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
15, 【预订】Its a Miroocool!,199.00,0,"Kathy Levine,JaneScovell,Joan Rivers",St. Martin,3/24/2018 22:15:39,3/24/2018 22:15:39,0
16, Its Not That Im Bitter . . .: Or How I Learned to Stop Wo,155.00,0,杜秀玲,Tate Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
17, Its All in Your Head [ISBN: 978-1613460719],155.00,0,R. L. Stine,电子工业出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
18, IT大趋势：2012—2016年全球信息技术导航图 9787121177804,31.40,0,"Jackson, Ellen",Xlibris,3/24/2018 22:15:39,3/24/2018 22:15:39,0
19, 【预订】Its All about Me Y9781436332439,155.00,0,"Jackson, Ellen",New Forums Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
20, 【预订】It Works for Me as a Scholar-Teacher,179.00,0,"杰瑞·卡普兰,刘骏杰",Xlibris Corporation,3/24/2018 22:15:39,3/24/2018 22:15:39,0
21, 【预订】Its All the Banks Fault: What It Takes to Stop the,197.00,0,"杰瑞·卡普兰,刘骏杰",Parragon,3/24/2018 22:15:39,3/24/2018 22:15:39,0
22, 【预订】Its All about Me&nbsp;9781781861325,70.00,0,"曲明成,李红宇,姚艳雪,姜春茂",Perfection Learning,3/24/2018 22:15:39,3/24/2018 22:15:39,0
23," 【预订】Its Halloween, You Fraidy Mouse! Y9780756930912",152.00,0,"曲明成,李红宇,姚艳雪,姜春茂",iUniverse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
24, 【预订】It Could Be Worse: The Social and Medical Adventures of,155.00,0,"曲明成,李红宇,姚艳雪,姜春茂",Igniter,3/24/2018 22:15:39,3/24/2018 22:15:39,0
25, 【预订】Its Not Really about the Hair: The Honest Truth,131.00,0,"曲明成,李红宇,姚艳雪,姜春茂",Andrews McMeel Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
26, 【预订】Its One Thing After Another!: For Better or for Worse,195.00,0,"Michael Hirst,MichaelWilder",RBT Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
27, It Was Gods Grace and Mercy [ISBN: 978-0977634514],193.00,0,"Michael Hirst,MichaelWilder",HarperSanFrancisco,3/24/2018 22:15:39,3/24/2018 22:15:39,0
28, 【预订】Its Not All in Your Head: Now Women Can Discover,150.00,0,"Michael Hirst,MichaelWilder",Random House,3/24/2018 22:15:39,3/24/2018 22:15:39,0
29, IT`s Mine,36.00,0,暂无作者信息,Penguin,3/24/2018 22:15:39,3/24/2018 22:15:39,0
30, It Feels So Good When I Stop(ISBN=9781594484698),122.40,0,"Pajak, Duane",Plume,3/24/2018 22:15:39,3/24/2018 22:15:39,0
31, 【预订】Its Okay to Miss the Bed on the First Jump: And,123.00,0,"Pajak, Duane",Michigan State University Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
32, 【预订】Its Not Magic: The Rebirth of a Small Manufacturing Co,192.00,0,"Harris, Christine",中国画报出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
33, It Girl身体保养100分 9787802208933,19.10,0,"Harris, Christine","Xlibris, Corp.",3/24/2018 22:15:39,3/24/2018 22:15:39,0
34, It Started with Men but Ended with the Man [ISBN: 978-14653,193.00,0,Gina Barreca,PublishAmerica,3/24/2018 22:15:39,3/24/2018 22:15:39,0
35, 【预订】Its All about Magic or Is It?,195.00,0,Gina Barreca,iUniverse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
36, Its Your Vision: Can You Make It Happen? [ISBN: 978-146204,193.00,0,Maria McCutchen,New Forums Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
37," It Works for Me, Creatively: Shared Tips for the Classroom",173.00,0,Maria McCutchen,Life SourceProductions,3/24/2018 22:15:39,3/24/2018 22:15:39,0
38, 【预订】Its an Inside Job! Emotional Health Secrets of a,190.00,0,"(日)野村综合研究所创新开发部,北京市科技信息中心",IT Governance Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
39, IT Asset Management: A Pocket Survival Guide [ISBN: 978-184,145.00,0,"(日)野村综合研究所创新开发部,北京市科技信息中心",Guilford Publications; Newedition,3/24/2018 22:15:39,3/24/2018 22:15:39,0
40, 【预订】Its Not All in Your Head: How Worrying about Your,133.00,0,Becky Smattern,Aventine Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
41, 【预订】Its a Buck! White Tail Deer Hunting Stories and,148.00,0,Becky Smattern,Xlibris Corporation,3/24/2018 22:15:39,3/24/2018 22:15:39,0
42, 【预订】It Is about the Strategy Y9781413490138,190.00,0,"Blythe, Hal",Simon Spotlight,3/24/2018 22:15:39,3/24/2018 22:15:39,0
43," 【预订】Its Okay, Try Again!",119.00,0,"Heckscher, Melissa",Chimayo Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
44, Its a Breeze: 42 Lively English Lessons on American Idioms,145.00,0,"Heckscher, Melissa",iUniverse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
45, Its Only Money-Memory Is The True Value: Musings Of A Jour,173.00,0,杰罗尼摩?斯蒂顿 (GeronimoStilton),Xlibris Corporation,3/24/2018 22:15:39,3/24/2018 22:15:39,0
46, 【预订】Its Not a Secret to Success: Just Do What Comes,173.00,0,杰罗尼摩?斯蒂顿 (GeronimoStilton),Business Plus,3/24/2018 22:15:39,3/24/2018 22:15:39,0
47, Its a Jungle Out There and a Zoo in Here: Run Your Home Bu,174.00,0,杰罗尼摩?斯蒂顿 (GeronimoStilton),CreateSpace Independent Publishing Plat,3/24/2018 22:15:39,3/24/2018 22:15:39,0
48, Its Okay to Lie: If Your Fingers Are Crossed [ISBN: 978-14,116.00,0,"Franklin V. Cobos II MD, V. Cobos II MD",Paradise Cay Publications,3/24/2018 22:15:39,3/24/2018 22:15:39,0
49, Its Your Boat Too: A Womans Guide to Greater Enjoyment on,145.00,0,"Franklin V. Cobos II MD, V. Cobos II MD",Authorhouse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
50, 【预订】It All Comes Down to W.E.!: A Solid Work Ethic Is Key t,189.00,0,"Franklin V. Cobos II MD, V. Cobos II MD",Lulu.com,3/24/2018 22:15:39,3/24/2018 22:15:39,0
51," 【预订】Its a Mad, Mad, Mad, Mad Trip: On the Road of the Long",146.00,0,Tabatha Coffey,CreateSpace Independent Publishing Plat,3/24/2018 22:15:39,3/24/2018 22:15:39,0
52, Its A Breeze: 42 Lively English Lessons on American Idioms,145.00,0,Tabatha Coffey,Everyman Chess,3/24/2018 22:15:39,3/24/2018 22:15:39,0
53, 【预订】Its Your Move: Tough Puzzles,186.00,0,"Johnston, Lynn",AuthorHouse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
54, 【预订】It Takes More Than a Whistle to Coach Basketball: A,185.00,0,"Johnston, Lynn",机械工业出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
55," IT项目开发与管理 第2版 苏宝莉,刘贤锋 9787111469087",29.90,0,Carolin Jonet Morgan,机械工业出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
56, IT项目开发与管理 苏宝莉 9787111346258,29.60,0,Carolin Jonet Morgan,Profile Books Ltd,3/24/2018 22:15:39,3/24/2018 22:15:39,0
57, It`s a Don`s Life 英文原版 Mary Beard,77.00,0,Carolin Jonet Morgan,New Forums Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
58, 【预订】It Works for Me: Becoming a Publishing Scholar/Research,168.00,0,"Susan E. Swedo,HenriettaLeonard",Boyds Mills Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
59," 【预订】Its Me, Celie",142.00,0,"Susan E. Swedo,HenriettaLeonard",Balboa Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
60, [预定]It Will Never Happen to Me! Growing up with Addiction a,47.30,0,"Black, Claudia",Ballantine Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
61, It Could Always Be Worse (Turtleback School & Library Bindi,178.00,0,"Black, Claudia",Turtleback,3/24/2018 22:15:39,3/24/2018 22:15:39,0
62," Its Pumpkin Day, Mouse! (If You Give...) [ISBN: 978-069401",73.00,0,"Margot Zemach,Margot Zemach",Balzer + Bray,3/24/2018 22:15:39,3/24/2018 22:15:39,0
63, 【预订】Its for Your Own Good,127.00,0,"Margot Zemach,Margot Zemach",Grindstone Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
64, Its Perfectly Normal 这其实很正常 身体的成长 自我保护绘本 (The Family Libra,90.00,0,"Margot Zemach,Margot Zemach",Candlewick,3/24/2018 22:15:39,3/24/2018 22:15:39,0
65, IT行情：中国IT市场应用调查研究报告2006 9787302128861,18.80,0,"Margot Zemach,Margot Zemach",清华大学出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
66, It’s About Time: From Calendars and Clocks to Moon Cycles a,67.00,0,"Laura Numeroff,Felicia Bond",Little Brown UK,3/24/2018 22:15:39,3/24/2018 22:15:39,0
67, 【预订】Its Special to Me,124.00,0,"Laura Numeroff,Felicia Bond",Old Line Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
68, 【预订】Its the First Day of School... Forever! Y9781250004765,91.00,0,"Laura Numeroff,Felicia Bond",Square Fish,3/24/2018 22:15:39,3/24/2018 22:15:39,0
69, 【预订】It Seems to Me: A Book of Satires (1906) 9781166580155,175.00,0,"Laura Numeroff,Felicia Bond",Kessinger Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
70, 【预订】It-Systemelektroniker PR Fungsdokumentation:,177.00,0,Jane Cuff,Grin Verlag,3/24/2018 22:15:39,3/24/2018 22:15:39,0
71, Its a Pattern! (Pebble Math) [ISBN: 978-1429670678],68.00,0,Jane Cuff,Capstone Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
72, 【预订】It&#39;s Great to Create: 101 Fun Creative Exercises fo,115.00,0,Michael(Illustrator) Emberley,Chronicle Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
73, ItS Back To School We Go!: First Day Stories from Around T,154.00,0,Michael(Illustrator) Emberley,Millbrook Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
74, 【RT4】IT基础实训 安徽大学出版社 9787566405098,22.90,0,Michael(Illustrator) Emberley,安徽大学出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
75, IT职业素养(第2版) 陈守森 9787121219832,26.90,0,天极数据调查中心著,电子工业出版社,3/24/2018 22:15:39,3/24/2018 22:15:39,0
76, Its Great to be Old: Reasons to Stop Lying About Your Age,79.00,0,Liz Evers,Meadowbrook,3/24/2018 22:15:39,3/24/2018 22:15:39,0
77, 【预订】ItS Good To Be The King: The Seriously Funny Life,176.00,0,"Tutalo, Allison",Wiley,3/24/2018 22:15:39,3/24/2018 22:15:39,0
78, Its Not So Funny When Its Your Money: A Lighthearted Look,183.00,0,"Tutalo, Allison","iUniverse, Inc.",3/24/2018 22:15:39,3/24/2018 22:15:39,0
79, It’s Not About Adversity: It’s About Living Your Dream! [IS,106.00,0,R. L. Stine,"iUniverse, Inc.",3/24/2018 22:15:39,3/24/2018 22:15:39,0
80," 【预订】It Takes More Than a Big Smile, a Good Idea & a Twitter",153.00,0,"MacCulloch, Hunter",Sales Whisperer Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
81, 【预订】It Figures!: Fun Figures of Speech,119.00,0,"MacCulloch, Hunter",Houghton Mifflin JuvenileBooks,3/24/2018 22:15:39,3/24/2018 22:15:39,0
82, 【预订】Its Okay to Laugh..... (Sometimes),156.00,0,Ralf Schiwy,Xlibris Corporation,3/24/2018 22:15:39,3/24/2018 22:15:39,0
83, 【预订】It Happened in San Francisco,119.00,0,Ralf Schiwy,Two Dot Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
84, It Seems Like Only Yesterday: Mining and Mapping in Arizona,173.00,0,"M. W. Penn,PhD, Gail Saunders-Smith","iUniverse, Inc.",3/24/2018 22:15:39,3/24/2018 22:15:39,0
85, 【预订】Its Winter the First Day of Spring on Summer,172.00,0,"M. W. Penn,PhD, Gail Saunders-Smith",AuthorHouse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
86, 【预订】Its All about Me: The Best Life Anyone Could Have,171.00,0,"M. W. Penn,PhD, Gail Saunders-Smith",Cumberland Presbyterian Church,3/24/2018 22:15:39,3/24/2018 22:15:39,0
87, Its the Principal of the Thing! [ISBN: 978-0741437693],173.00,0,"M. W. Penn,PhD, Gail Saunders-Smith",Infinity Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
88, 【预订】Its All in Your Mind,174.00,0,"Burgerman, Jon",AuthorHouse,3/24/2018 22:15:39,3/24/2018 22:15:39,0
89, Its Snowing! [ISBN: 978-0823422371],173.00,0,"Ellen Jackson,Jan Davey Ellis",Holiday House,3/24/2018 22:15:39,3/24/2018 22:15:39,0
90," 【预订】It Might Not Be Murder, But...",173.00,0,"Ellen Jackson,Jan Davey Ellis","Dog Ear Publishing,LLC",3/24/2018 22:15:39,3/24/2018 22:15:39,0
91, 【预订】Its Okay to Manage Your Boss: The Step-By-Step Program,152.00,0,"Ellen Jackson,Jan Davey Ellis",Jossey-Bass,3/24/2018 22:15:39,3/24/2018 22:15:39,0
92," 【预订】It Takes Lots of Courage and Loving Heart, to Be a",155.00,0,"Ellen Jackson,Jan Davey Ellis",Xlibris Corporation,3/24/2018 22:15:39,3/24/2018 22:15:39,0
93, Its All in the Way You Think [ISBN: 978-0741431769],125.00,0,不详,Infinity Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
94, 【预订】Its Not What Youve Got!: Lessons for Kids on Money,148.00,0,陈守森,Hay House Inc,3/24/2018 22:15:39,3/24/2018 22:15:39,0
95, It Looks Like a Dog (Bobbie Kalmans Leveled Readers: My Wo,180.00,0,"Jim Dale,Ed Fischer",Crabtree Pub Co,3/24/2018 22:15:39,3/24/2018 22:15:39,0
96, 【预订】Its Hard to Be a Verb! Activity and Idea Book,119.00,0,"Jim Dale,Ed Fischer",National Center for YouthIssues,3/24/2018 22:15:39,3/24/2018 22:15:39,0
97, [英文原版]It’s the bear 这是熊,48.00,0,James Robert Parish,Walker Books Ltd,3/24/2018 22:15:39,3/24/2018 22:15:39,0
98, 【预订】ItS A Baby Girl!: The Unique Wonder And Special,100.00,0,James Robert Parish,JOSSEY BASS,3/24/2018 22:15:39,3/24/2018 22:15:39,0
99, It Seemed Like a Good Idea...: A Cautionary Guide to Avoidi,135.00,0,James Robert Parish,Adams Media,3/24/2018 22:15:39,3/24/2018 22:15:39,0
100, 【预订】It Feels So Good When I Stop,150.00,0,Stuart Horowitz,Riverhead Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
101, 【预订】Its All in Your Head (Thinking Your Way to Happiness):,121.00,0,Stuart Horowitz,Collins,3/24/2018 22:15:39,3/24/2018 22:15:39,0
102, Its All in Your Head: The Link Between Mercury Amalgams an,127.00,0,Darren Pangle,Avery Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
103, It Is What It Is and It Aint What It Was [ISBN: 978-1467888,145.00,0,Darren Pangle,PD Communications,3/24/2018 22:15:39,3/24/2018 22:15:39,0
104," Its Nut Cuttin Time, America!: The Moment of Truth Has Ar",145.00,0,"Schaeffer, Wes",William Morrow Paperbacks,3/24/2018 22:15:39,3/24/2018 22:15:39,0
105, Its Your Hormones: The Womens Complete Guide to Soothing,174.00,0,"Marvin Terban,GiulioMaestro",Little Brown UK,3/24/2018 22:15:39,3/24/2018 22:15:39,0
106, It’s About Time: From Calendars and Clocks to Moon Cycles a,67.00,0,"Marvin Terban,GiulioMaestro",Spurvey Ventures,3/24/2018 22:15:39,3/24/2018 22:15:39,0
107, 【预订】Its Time to Sell: Cultivating the Sales Mind-Set,113.00,0,"Marvin Terban,GiulioMaestro",Mira Hall,3/24/2018 22:15:39,3/24/2018 22:15:39,0
108," Its Okay Sweetie..... One Day Youll Fly Far, Far Away....",72.00,0,Sandra I. Bordenca,Wildside Press,3/24/2018 22:15:39,3/24/2018 22:15:39,0
109, 【预订】It Was the Day of the Robot,166.00,0,Sandra I. Bordenca,Carlton Publishing Group,3/24/2018 22:15:39,3/24/2018 22:15:39,0
110, Its Just Not Mothers Day!: The Challenges of Motherhood C,164.00,0,Maxine Cass,Bloomsbury USA,3/24/2018 22:15:39,3/24/2018 22:15:39,0
111, It Happened On the Way to War: A Marines Path to Peace [IS,164.00,0,Maxine Cass,Profile Books Ltd,3/24/2018 22:15:39,3/24/2018 22:15:39,0
112, 【预订】It Could Have Been Yours: The Enlightened Persons,141.00,0,Robert Lenon,Infinity Publishing,3/24/2018 22:15:39,3/24/2018 22:15:39,0
113, 【预订】Its All in the Way You Think,119.00,0,Robert Lenon,Swooping Grizzly Publications,3/24/2018 22:15:39,3/24/2018 22:15:39,0
114, 【预订】Its Always Spring Break Somewhere in the Galaxy,119.00,0,Christine E. Crane,Frances Lincoln ChildrensBooks,3/24/2018 22:15:39,3/24/2018 22:15:39,0
115, 【预订】Its Not Fairy,160.00,0,Christine E. Crane,Turtleback Books,3/24/2018 22:15:39,3/24/2018 22:15:39,0
116, 【预订】It Could Always Be Worse: A Yiddish Folk Tale 978083350,161.00,0,"St John, Beverly Head Pickup",Turtleback Books;Turtleback Scho,3/24/2018 22:15:39,3/24/2018 22:15:39,0
117," 【预订】Its Halloween, You Fraidy Mouse! Y9781417637201",160.00,0,"St John, Beverly Head Pickup",MacMillan Children\,3/24/2018 22:15:39,3/24/2018 22:15:39,0
118, 【预订】Its a Gas!.,92.00,0,"St John, Beverly Head Pickup","Risen Foundation, The",3/24/2018 22:15:39,3/24/2018 22:15:39,0
119, 【预订】Its Kris,267.00,0,Kristine Bowdry,AuthorHouse,3/24/2018 22:15:40,3/24/2018 22:15:40,0
120," 【预订】Its Test Day, Tiger Turcotte",235.00,0,Kristine Bowdry,Carolrhoda Books,3/24/2018 22:15:40,3/24/2018 22:15:40,0
121, 【预订】IT that matters: An Executive&#39;s Guide to Maximizing,249.00,0,"Pansie Hart Flood,AmyWummer",TSO (The Stationery Office),3/24/2018 22:15:40,3/24/2018 22:15:40,0
122, 【预订】Its All the Banks Fault: What It Takes to Stop the De,353.00,0,"Pansie Hart Flood,AmyWummer",Xlibris Corporation,3/24/2018 22:15:40,3/24/2018 22:15:40,0
123," Its the Political Economy, Stupid: The Global Financial Cr",270.00,0,"Pansie Hart Flood,AmyWummer",Pluto Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
124, 【预订】Its Cool to Be Clever: The Story of Edson C.,258.00,0,"Pansie Hart Flood,AmyWummer",Agio Publishing House,3/24/2018 22:15:40,3/24/2018 22:15:40,0
125, 【预订】It All Matters: An Appraisal Anthology,327.00,0,Dennis Ravenelle,Outskirts Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
126, 【预订】It Aint Okay to Fail: And Other Powerful Lessons,297.00,0,Dennis Ravenelle,Farrar Straus Giroux,3/24/2018 22:15:40,3/24/2018 22:15:40,0
127," 【预订】Its Not Fair, Jeremy Spencers Par: A Guide to the",138.00,0,Gregory Sholette,ICOM Multimedia,3/24/2018 22:15:40,3/24/2018 22:15:40,0
128, Its NOT That Complex!: How You Can Bring Common Sense Back,145.00,0,Gregory Sholette,Dogwise Publishing,3/24/2018 22:15:40,3/24/2018 22:15:40,0
129, Its a Dog Not a Toaster: Finding Your Fun in Competitive O,145.00,0,"Leanne Jones,Anna Mah",Three Rivers Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
130, 【预订】Its a Dogs Life... But Its Your Carpet:,150.00,0,"Leanne Jones,Anna Mah",Personal FuturesNetwork,3/24/2018 22:15:40,3/24/2018 22:15:40,0
131, 【预订】Its Your Future...Make It a Good One!,194.00,0,"Leanne Jones,Anna Mah",Turtleback Books,3/24/2018 22:15:40,3/24/2018 22:15:40,0
132, 【预订】Its Not about the Bike: My Journey Back to Life Y97806,235.00,0,"Pittenger, William L.",PublishAmerica,3/24/2018 22:15:40,3/24/2018 22:15:40,0
133, 【预订】Its Cool to Be Me! Mini Stories about Kids and How,207.00,0,"Pittenger, William L.","E-Booktime, LLC",3/24/2018 22:15:40,3/24/2018 22:15:40,0
134," 【预订】Its a Fun Job, But Someone Has to Do It - Another",206.00,0,Anthony E. Wolf,CreateSpace Independent Publishing Plat,3/24/2018 22:15:40,3/24/2018 22:15:40,0
135," Its Not About You, Its About Bacon: Relationship Marketin",223.00,0,Anthony E. Wolf,ASJA Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
136, 【预订】It Usually Begins with Ayn Rand,234.00,0,Phil Yoder,Greenwillow Books,3/24/2018 22:15:40,3/24/2018 22:15:40,0
137, 【预订】Its Time for Preschool!,204.00,0,Phil Yoder,Everyman Chess,3/24/2018 22:15:40,3/24/2018 22:15:40,0
138, 【预订】Its Your Move,317.00,0,Diana Kerew-shaw,Morgan Kaufmann PublishersIn; 3rd edition,3/24/2018 22:15:40,3/24/2018 22:15:40,0
139, 【预订】IT Managers Handbook: Getting Your New Job Done,519.00,0,Diana Kerew-shaw,John Wiley SonsInc,3/24/2018 22:15:40,3/24/2018 22:15:40,0
140," 【预订】ItS Your Money, Honey: A GirlS Guide To Saving",204.00,0,Diana Kerew-shaw,Prentice Hall,3/24/2018 22:15:40,3/24/2018 22:15:40,0
141, 【预订】It Web Services: A Roadmap for the Enterprise [With CDR,547.00,0,Dr. Justine Lee,Perfection Learning,3/24/2018 22:15:40,3/24/2018 22:15:40,0
142, 【预订】Its Not about the Bike: My Journey Back to Life 978075,217.00,0,Verne Wheelwright,"Literary Licensing, LLC",3/24/2018 22:15:40,3/24/2018 22:15:40,0
143," 【预订】It Did, Cant, Happen Here: A Factual Report Affecting",380.00,0,Verne Wheelwright,Southern Illinois University Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
144, It Happened in Southern Illinois (Shawnee Classics) [ISBN:,241.00,0,"Armstrong, Lance",Authorhouse,3/24/2018 22:15:40,3/24/2018 22:15:40,0
145, 【预订】It Takes a Vision to Build a Village: The History of Gr,315.00,0,"Armstrong, Lance",清华大学出版社,3/24/2018 22:15:40,3/24/2018 22:15:40,0
146, IT企业文化 21世纪高等院校通识教育规划教材 邱仲潘 9787302387329 清华大学出版社教材系列,24.30,0,"Debbie, Reggie-Foster",中国劳动社会保障出版社,3/24/2018 22:15:40,3/24/2018 22:15:40,0
147, IT企业劳动关系及其和谐目标模式研究 崔艳 9787516709160 中国劳动社会保障出版社,29.40,0,"Debbie, Reggie-Foster",Seal Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
148, 【预订】Its a Boy: Women Writers on Raising Sons,124.00,0,"Debbie, Reggie-Foster",iUniverse.com,3/24/2018 22:15:40,3/24/2018 22:15:40,0
149, 【预订】It Had to Be You: The Joan and Ernest Story,135.00,0,Al Hunter,暂无出版社信息,3/24/2018 22:15:40,3/24/2018 22:15:40,0
150, 【预订】Its Not Okay to Be a Cannibal: How to Keep,135.00,0,Brian Basilico,K. Blue Publishing,3/24/2018 22:15:40,3/24/2018 22:15:40,0
151, 【预订】Its Christmas Time: The Magic of Snowville,135.00,0,Brian Basilico,Perfection Learning,3/24/2018 22:15:40,3/24/2018 22:15:40,0
152, 【预订】It Could Always Be Worse: A Yiddish Folk Tale,145.00,1,"Tuccille, Jerome",水利水电出版社,3/24/2018 22:15:40,3/24/2018 22:15:40,0
153," IT职业导向训练(21世纪大学生素质教育丛书) 周玲余,杨正校 9787517027171",18.60,0,"Tuccille, Jerome",BiblioGov,3/24/2018 22:15:40,3/24/2018 22:15:40,0
154, It Supply Chain: National Security-Related Agencies Need to,142.00,0,"Esme Raji Codell,SueRama",中国财富出版社,3/24/2018 22:15:40,3/24/2018 22:15:40,0
155," SZ_IT企业知识产权管理与保护 9787504746108 中国财富出版社 徐康平,王桂菊,闻汉东,岳树利",11.20,0,"Esme Raji Codell,SueRama",海天出版社,3/24/2018 22:15:40,3/24/2018 22:15:40,0
156, SZ_IT企业招聘实战手册 9787807471516 海天出版社 吴宏军著,15.80,0,"Esme Raji Codell,SueRama",Tundra Books,3/24/2018 22:15:40,3/24/2018 22:15:40,0
157, 【预订】Its Not about the Tiny Girl!,119.00,0,"Esme Raji Codell,SueRama",HarperCollins,3/24/2018 22:15:40,3/24/2018 22:15:40,0
158, 【预订】Its Raining Pigs & Noodles Y9780060763909,81.00,0,Chris Ward,Disney Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
159, 【预订】Its about Time!,79.00,0,Chris Ward,CreateSpace Independent Publishing Plat,3/24/2018 22:15:40,3/24/2018 22:15:40,0
160, Its A Way to Say It All: How to Communicate with Your Kids,79.00,0,"Bill Holtsnider,Brian D.Jaffe",Atheneum Books for Young Readers,3/24/2018 22:15:40,3/24/2018 22:15:40,0
161, Its Not Easy Being Bad (Bad Girls) [ISBN: 978-0689851155],116.00,0,"Bill Holtsnider,Brian D.Jaffe",AuthorHouse,3/24/2018 22:15:40,3/24/2018 22:15:40,0
162, 【预订】Its All about Me Y9781449084646,189.00,0,"Bill Holtsnider,Brian D.Jaffe",Kane Press,3/24/2018 22:15:40,3/24/2018 22:15:40,0
163, Its A Way to Say It All: How to Communicate with Your Part,79.00,0,"Bill Holtsnider,Brian D.Jaffe",Harper,3/24/2018 22:15:40,3/24/2018 22:15:40,0
